trial,total_students,total_companies,companies_ranked,avg_company_ranking,company_popularity_std,company_ranking_skewness,company_ranking_kurtosis,company_entropy,company_outlier_count,company_outlier_percentage,highly_ranked_outlier_count,highly_ranked_outlier_percentage,lowly_ranked_outlier_count,lowly_ranked_outlier_percentage,best_company_avg_ranking,worst_company_avg_ranking,company_ranking_range,top_company,top_company_score,second_company,second_company_score,third_company,third_company_score,most_included_company,most_included_count,company_score_range,total_rankings_given,total_unranked_assignments
924,30,30,30,2.9551058201058202,0.5556670214456858,0.35057361041199825,-0.10385771850459102,2.1219280948873624,0,0.0,0,0.0,0,0.0,2.0,4.4,2.4000000000000004,Nebula Dynamics,21.77777777777778,ZenithWorks,20.3125,PeakVista Partners,20.15,HydraFlux Labs,4,1.62777777777778,150,750
925,30,30,29,2.9465517241379304,0.8323601134339179,-0.36858996099812463,-0.3839584713756774,2.689227443762707,0,0.0,0,0.0,0,0.0,1.0,4.5,3.5,Vertex Valley Ventures,24.8,Nebula Dynamics,21.0,Magnetar Innovations,17.6,Vertex Valley Ventures,4,7.199999999999999,150,750
926,30,30,30,3.052910052910053,0.5693479015310412,1.1474778986799332,2.6862675629190456,2.0499125667627465,3,10.0,1,3.3333333333333335,2,6.666666666666667,2.0,5.0,3.0,TerraNova Solutions,24.88888888888889,Catalyst Core,20.22222222222222,Ascendify Technologies,19.53125,Solaris Systems,4,5.357638888888889,150,750
927,30,30,30,3.0055820105820104,0.7112375727066533,-0.32672257967243373,-0.17713636928890963,2.4859175795054957,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.4,4.5,3.1,TitanEdge Consulting,21.0,EverVault Enterprises,19.444444444444443,Quantum Forge,18.4,IronClad Systems,3,2.6000000000000014,150,750
928,30,30,30,2.9662169312169313,0.748976056529812,-0.20384626201737283,0.48119117148554524,2.555913095175825,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.5,3.5,IronClad Systems,20.3125,Nebula Dynamics,20.22222222222222,ZenithWorks,19.642857142857142,TitanEdge Consulting,3,0.6696428571428577,150,750
929,30,30,30,2.9969708994709,0.6329646664328404,-0.061149566784884556,-0.03613236185996582,2.3852659125503664,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.5,4.333333333333333,2.833333333333333,HydraFlux Labs,21.875,TerraNova Solutions,21.214285714285715,PeakVista Partners,20.3125,StellarPath Logistics,3,1.5625,150,750
930,30,30,29,3.0328407224958953,0.7415372074193423,-0.2619477458755547,0.2717788643040455,2.4719999813375475,0,0.0,0,0.0,0,0.0,1.0,4.5,3.5,Crimson Arc Media,32.375,Cobalt Circuitry,26.444444444444443,Ascendify Technologies,22.555555555555557,StellarPath Logistics,3,9.819444444444443,150,750
931,30,30,30,2.9063095238095245,0.6508847799630929,0.35805530637136385,0.24625517516128248,2.3459265481648375,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.5,4.6,3.0999999999999996,FusionBridge Networks,18.857142857142858,Vertex Valley Ventures,18.208333333333332,Crimson Arc Media,17.96875,TerraNova Solutions,3,0.8883928571428577,150,750
932,30,30,30,2.9453174603174603,0.7495742009576134,0.2673764875979378,-0.15942242931990513,2.5689250793612644,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.3333333333333333,4.6,3.2666666666666666,IronClad Systems,18.857142857142858,Ascendify Technologies,17.416666666666668,Aurora Axis,17.1875,Ascendify Technologies,5,1.6696428571428577,150,750
933,30,30,29,2.979734537493158,0.766708325055411,-0.3511351296202043,-0.5702601935885543,2.52526580575707,0,0.0,0,0.0,0,0.0,1.5714285714285714,4.5,2.928571428571429,Cobalt Circuitry,24.357142857142858,Quantum Forge,20.583333333333332,Vertex Valley Ventures,18.208333333333332,HarborWay Holdings,2,6.1488095238095255,150,750
934,30,30,30,3.040502645502646,0.6438268042452672,0.7097747412697344,0.9035107414960057,2.2668786130739216,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Nebula Dynamics,24.8,EverVault Enterprises,20.22222222222222,ZenithWorks,17.416666666666668,Apexion Innovations,3,7.383333333333333,150,750
935,30,30,30,2.995092592592593,0.7176464477633052,0.451954733373222,0.946906113852223,2.432262897024269,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.3333333333333333,5.0,3.666666666666667,Solaris Systems,23.4375,LuxeLoom Enterprises,22.555555555555557,Catalyst Core,21.214285714285715,BlueFern BioTech,3,2.2232142857142847,150,750
936,30,30,30,2.9352645502645505,0.7175769466511723,-0.7318617849061378,0.5226767071055844,2.4676481992840626,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.0,3.0,PrismPoint Studios,19.444444444444443,HydraFlux Labs,17.285714285714285,Nebula Dynamics,17.1875,Ascendify Technologies,4,2.256944444444443,150,750
937,30,30,30,3.0441269841269842,0.657555794842395,0.328047460596749,-0.26240159878020863,2.3077516472406154,0,0.0,0,0.0,0,0.0,1.75,4.4,2.6500000000000004,ZenithWorks,23.4375,Catalyst Core,19.53125,EverVault Enterprises,19.0,Crimson Arc Media,4,4.4375,150,750
938,30,30,30,2.941031746031746,0.6124694636937714,0.39826603944177846,-0.7891462221639935,2.2266781970562954,0,0.0,0,0.0,0,0.0,2.0,4.111111111111111,2.1111111111111107,HarborWay Holdings,21.77777777777778,Catalyst Core,21.0,PrismPoint Studios,20.428571428571427,TitanEdge Consulting,5,1.3492063492063515,150,750
939,30,30,30,2.962526455026455,0.6713505283434292,0.26520565269213403,0.17463365430389244,2.3144093452479404,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.5,4.5,3.0,Crimson Arc Media,22.555555555555557,EverVault Enterprises,20.583333333333332,PrismPoint Studios,19.53125,FusionBridge Networks,3,3.024305555555557,150,750
940,30,30,30,3.0275925925925926,0.6589955777300512,-0.8097099004844311,-0.2873010461832757,2.329728171146842,0,0.0,0,0.0,0,0.0,1.4,4.0,2.6,Quantum Forge,24.8,Apexion Innovations,22.65625,Vertex Valley Ventures,22.0,TerraNova Solutions,5,2.8000000000000007,150,750
941,30,30,30,3.042380952380953,0.7345709682750895,-0.5338711317240155,0.42360808407680484,2.5022584126945975,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.5,3.5,Vortex Venture Group,27.22222222222222,IronClad Systems,23.25,Aurora Axis,22.555555555555557,ZenithWorks,4,4.666666666666664,150,750
942,30,30,30,3.011071428571429,0.6183963416259484,-0.20757522302682924,-0.6623392617260491,2.3647351787255046,0,0.0,0,0.0,0,0.0,1.6,4.0,2.4,Lumeon Strategies,21.875,Cobalt Circuitry,19.53125,Orion Synergy,17.96875,ZenithWorks,3,3.90625,150,750
943,30,30,30,3.0237301587301584,0.7179997313791412,0.2989563579918479,-0.9979827124763849,2.5395722619867227,0,0.0,0,0.0,0,0.0,1.8333333333333333,4.5,2.666666666666667,HydraFlux Labs,21.875,Catalyst Core,21.214285714285715,HarborWay Holdings,19.791666666666668,Quantum Forge,3,2.083333333333332,150,750
944,30,30,29,3.063628899835796,0.6891207880576257,0.03378375244338053,-0.7512809043688518,2.403034464096168,0,0.0,0,0.0,0,0.0,1.8,4.25,2.45,BlueFern BioTech,23.4375,Crimson Arc Media,19.791666666666668,Nebula Dynamics,19.53125,BlueFern BioTech,4,3.90625,150,750
945,30,30,29,2.9424466338259436,0.663600169168229,0.16501419237914813,-0.8837030780773256,2.364747804651773,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.25,2.583333333333333,TerraNova Solutions,25.666666666666668,Vortex Venture Group,18.208333333333332,Solaris Systems,17.825,Catalyst Core,3,7.841666666666669,150,750
946,30,30,30,3.1100132275132277,0.7895603032360353,0.5023674143040511,-0.3677497211050911,2.647742678581274,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,5.0,3.333333333333333,Crimson Arc Media,23.895833333333332,Ascendify Technologies,22.555555555555557,StellarPath Logistics,21.875,TitanEdge Consulting,4,2.020833333333332,150,750
947,30,30,30,2.9635714285714285,0.6475729879745958,-0.1814597342039029,-0.4748677715643965,2.298929563690935,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.25,2.583333333333333,HarborWay Holdings,21.0,Solaris Systems,20.583333333333332,Apexion Innovations,20.3125,Vortex Venture Group,3,0.6875,150,750
948,30,30,30,2.9483465608465607,0.7484562236843721,-0.17432918992637111,-0.5360900440839336,2.5907591470963838,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,Ascendify Technologies,27.22222222222222,FusionBridge Networks,21.77777777777778,Aurora Axis,20.22222222222222,TitanEdge Consulting,3,7.0,150,750
949,30,30,30,2.960156325156325,0.7777181197583815,0.5865301812267776,0.1031958927449872,2.5478605978362863,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.5,5.0,3.5,Solaris Systems,24.11111111111111,EverVault Enterprises,19.0,PrismPoint Studios,18.545454545454547,Catalyst Core,3,5.565656565656564,150,750
950,30,30,30,3.091190476190476,0.6808073438615232,0.6215278179798787,0.8743619274066363,2.3810760119146073,2,6.666666666666667,0,0.0,2,6.666666666666667,1.6666666666666667,5.0,3.333333333333333,DeltaBloom Group,21.7,EchoSphere Analytics,20.583333333333332,BlueFern BioTech,18.208333333333332,PrismPoint Studios,3,3.491666666666667,150,750
951,30,30,30,2.8311219336219335,0.7604898086358819,-0.5629767804440672,-0.47930044792227156,2.464456303812389,0,0.0,0,0.0,0,0.0,1.0,4.0,3.0,Magnetar Innovations,23.4375,Quantum Forge,18.545454545454547,ZenithWorks,18.4,EverVault Enterprises,4,5.037500000000001,150,750
952,30,30,29,2.963409961685824,0.6702283398401261,-0.35729764049756035,1.467763477238532,2.304403484609977,3,10.344827586206897,1,3.4482758620689653,2,6.896551724137931,1.0,4.5,3.5,Crimson Arc Media,21.77777777777778,Lumeon Strategies,20.3125,PrismPoint Studios,18.75,Apexion Innovations,3,3.0277777777777786,150,750
953,30,30,30,3.1123677248677257,0.7044042099819425,0.39745782440842914,-0.5525806872532724,2.4300985114819134,0,0.0,0,0.0,0,0.0,2.0,4.666666666666667,2.666666666666667,IronClad Systems,24.21875,Ascendify Technologies,21.77777777777778,Vertex Valley Ventures,20.428571428571427,Lumeon Strategies,4,3.790178571428573,150,750
954,30,30,30,2.882380952380952,0.7555983534075003,-0.6156090186939687,-0.2240021251125648,2.3344518194827177,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.0,3.0,EverVault Enterprises,26.35,HarborWay Holdings,24.88888888888889,Solaris Systems,24.025,Aurora Axis,3,2.325000000000003,150,750
955,30,30,30,2.98095238095238,0.7493390889942847,-0.23707411282149005,-0.6427272694474215,2.5561489336858494,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.333333333333333,3.0,PeakVista Partners,20.583333333333332,EchoSphere Analytics,18.208333333333332,IronClad Systems,17.285714285714285,HarborWay Holdings,3,3.2976190476190474,150,750
956,30,30,30,2.9765728715728716,0.775974132505227,0.2668164548584054,-0.04120546669114278,2.4737666469521526,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.5,5.0,3.5,Solaris Systems,26.272727272727273,Quantum Forge,24.8,LuxeLoom Enterprises,24.666666666666668,EverVault Enterprises,3,1.6060606060606055,150,750
957,30,30,29,3.049863163656268,0.6915872591565867,0.5183383264171874,-0.2859371183903683,2.5386318596503292,0,0.0,0,0.0,0,0.0,1.8,4.666666666666667,2.866666666666667,Solaris Systems,25.666666666666668,Quantum Forge,25.4375,HarborWay Holdings,20.428571428571427,HarborWay Holdings,4,5.238095238095241,150,750
958,30,30,30,3.002301587301588,0.6345595401754786,0.6489884046527172,2.004985204385415,2.2141304703348244,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.5,5.0,3.5,Quantum Forge,21.09375,Cobalt Circuitry,21.0,Orion Synergy,19.642857142857142,Nimbus Nexus,3,1.4508928571428577,150,750
959,30,30,30,2.9675000000000002,0.8220694043881827,0.34855380777548806,-0.5956590542084976,2.6593598634344993,0,0.0,0,0.0,0,0.0,1.5,4.75,3.25,Crimson Arc Media,25.78125,PrismPoint Studios,22.0,PeakVista Partners,21.875,Apexion Innovations,4,3.90625,150,750
960,30,30,30,3.0320815295815295,0.7252536078347674,0.4708763181484676,0.08881429776228611,2.531519764647184,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.75,5.0,3.25,Orion Synergy,28.59090909090909,Ascendify Technologies,27.818181818181817,HydraFlux Labs,20.3125,LuxeLoom Enterprises,3,8.27840909090909,150,750
961,30,30,29,2.882620540379161,0.8393824439917733,-0.13409929809756452,0.419518203280306,2.5456137528530336,2,6.896551724137931,1,3.4482758620689653,1,3.4482758620689653,1.0,5.0,4.0,PrismPoint Studios,26.272727272727273,Aurora Axis,25.4375,TerraNova Solutions,24.21875,Aurora Axis,4,2.0539772727272734,150,750
962,30,30,30,2.9772510822510827,0.694337890890225,0.17359414453977282,-0.2693336481607038,2.4505377798848196,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,Catalyst Core,23.954545454545453,Aurora Axis,21.09375,HarborWay Holdings,20.428571428571427,HydraFlux Labs,3,3.525974025974026,150,750
963,30,30,30,3.0665716690716693,0.7550705495248031,0.3778805893883039,-0.18058579135262098,2.4880874676869684,0,0.0,0,0.0,0,0.0,1.75,5.0,3.25,Apexion Innovations,27.045454545454547,EverVault Enterprises,25.0,Solaris Systems,24.88888888888889,Apexion Innovations,3,2.1565656565656575,150,750
964,30,30,30,3.0533333333333337,0.800512956767807,0.3554251319299856,0.23275974506405372,2.6527021654271747,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.3333333333333333,5.0,3.666666666666667,Magnetar Innovations,33.325,Nebula Dynamics,23.333333333333332,EchoSphere Analytics,21.09375,Nimbus Nexus,4,12.231250000000003,150,750
965,30,30,30,2.9433435083435087,0.7658382317939312,-0.5684277187299208,-0.33601712347458346,2.5976526836137332,0,0.0,0,0.0,0,0.0,1.0,4.0,3.0,EchoSphere Analytics,23.846153846153847,Nebula Dynamics,23.25,TerraNova Solutions,21.875,Vortex Venture Group,3,1.9711538461538467,150,750
966,30,30,30,3.038650793650794,0.5675736520559288,0.9321263936743096,2.8100400001921164,1.8364527976600282,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Lumeon Strategies,24.11111111111111,Vortex Venture Group,21.09375,Nebula Dynamics,20.22222222222222,Magnetar Innovations,3,3.8888888888888893,150,750
967,30,30,30,2.9711111111111115,0.6529879962566142,-0.14535505300004053,-0.6538051098037432,2.4397816466636906,0,0.0,0,0.0,0,0.0,1.5714285714285714,4.0,2.428571428571429,Vortex Venture Group,24.357142857142858,LuxeLoom Enterprises,22.475,TerraNova Solutions,17.825,BlueFern BioTech,4,6.532142857142858,150,750
968,30,30,30,2.9487481962481965,0.682176738494622,0.11196671824427691,-0.7010659932691108,2.4098036161670766,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,Magnetar Innovations,24.21875,HarborWay Holdings,23.4375,Lumeon Strategies,22.40909090909091,Nimbus Nexus,3,1.80965909090909,150,750
969,30,30,30,2.998333333333334,0.5151936246688917,-0.2785144073077354,0.15416128328824508,1.9814033158465871,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.75,4.142857142857143,2.3928571428571432,Cobalt Circuitry,24.8,Orion Synergy,21.875,TerraNova Solutions,18.071428571428573,Orion Synergy,5,6.728571428571428,150,750
970,30,30,30,3.0225324675324683,0.847215657600125,0.3674732074152206,0.17714774722282556,2.496276918558496,2,6.666666666666667,0,0.0,2,6.666666666666667,1.5,5.0,3.5,TerraNova Solutions,23.571428571428573,DeltaBloom Group,21.636363636363637,IronClad Systems,16.625,StellarPath Logistics,5,6.946428571428573,150,750
971,30,30,30,2.9844444444444447,0.771941269304361,-0.08094047802639019,1.0516684635055338,2.386374217603147,3,10.0,2,6.666666666666667,1,3.3333333333333335,1.0,5.0,4.0,Aurora Axis,29.45,Apexion Innovations,23.333333333333332,ZenithWorks,22.475,Solaris Systems,4,6.974999999999998,150,750
972,30,30,30,3.0323015873015873,0.6444198916270476,-0.21796364273660676,-0.2953287490005936,2.2945446341976985,0,0.0,0,0.0,0,0.0,1.75,4.5,2.75,StellarPath Logistics,27.125,Orion Synergy,25.78125,ZenithWorks,18.857142857142858,Nimbus Nexus,3,8.267857142857142,150,750
973,30,30,30,2.9707539682539688,0.6861873976428009,-0.08390272677212719,-0.5854465236495847,2.425605199016944,0,0.0,0,0.0,0,0.0,1.5,4.166666666666667,2.666666666666667,TerraNova Solutions,21.09375,Catalyst Core,18.857142857142858,Quantum Forge,17.416666666666668,PeakVista Partners,3,3.677083333333332,150,750
974,30,30,30,3.0836111111111104,0.6558298421633527,0.511128595422903,-0.7018195682008921,2.343762162622482,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,IronClad Systems,19.642857142857142,FusionBridge Networks,18.857142857142858,EchoSphere Analytics,18.857142857142858,Nebula Dynamics,4,0.7857142857142847,150,750
975,30,30,30,3.062354497354497,0.7218563141725628,0.350701381486893,0.32411232325766504,2.413757678292811,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.75,5.0,3.25,Cobalt Circuitry,20.3125,TitanEdge Consulting,20.22222222222222,HydraFlux Labs,19.791666666666668,Nimbus Nexus,5,0.5208333333333321,150,750
976,30,30,30,2.8540608465608464,0.6505981501048486,-0.2112826714354109,-1.1053792856842943,2.1009550787843394,0,0.0,0,0.0,0,0.0,1.5,3.857142857142857,2.357142857142857,HydraFlux Labs,22.65625,HarborWay Holdings,18.208333333333332,Lumeon Strategies,17.88888888888889,TitanEdge Consulting,3,4.767361111111111,150,750
977,30,30,30,2.9434126984126983,0.6978794230312648,0.49392423914433486,-0.4805875228581993,2.4023763319496103,0,0.0,0,0.0,0,0.0,1.8,4.5,2.7,Nimbus Nexus,20.428571428571427,Vertex Valley Ventures,20.3125,Lumeon Strategies,19.53125,LuxeLoom Enterprises,3,0.897321428571427,150,750
978,30,30,30,2.964060846560847,0.6838871104049277,-0.15819240943257315,1.4614762777577504,2.2922718656836105,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.0,4.5,3.5,HarborWay Holdings,25.575,ZenithWorks,20.22222222222222,EverVault Enterprises,18.071428571428573,TitanEdge Consulting,3,7.503571428571426,150,750
979,30,30,30,3.126640211640212,0.7122252080118884,0.3849817857951205,-0.6494916740564434,2.4280729963885093,0,0.0,0,0.0,0,0.0,2.0,4.666666666666667,2.666666666666667,HydraFlux Labs,31.0,Cobalt Circuitry,27.22222222222222,Orion Synergy,23.25,Aurora Axis,4,7.75,150,750
980,30,30,30,2.914801587301587,0.7134521381646782,-0.9868285377149955,1.0568912905721657,2.294205915355059,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.0,3.0,DeltaBloom Group,23.333333333333332,TitanEdge Consulting,21.0,EverVault Enterprises,20.428571428571427,FusionBridge Networks,4,2.904761904761905,150,750
981,30,30,30,2.9213227513227507,0.8543711243930117,-0.043338893078472544,0.09725894768769949,2.6519325792170334,0,0.0,0,0.0,0,0.0,1.0,5.0,4.0,Quantum Forge,24.11111111111111,ZenithWorks,19.444444444444443,Orion Synergy,18.666666666666668,DeltaBloom Group,3,5.444444444444443,150,750
982,30,30,30,2.9750132275132275,0.699332730977537,-0.9481077220295061,0.6745965619700711,2.292811116022845,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.0,3.0,PeakVista Partners,27.34375,Nebula Dynamics,24.88888888888889,FusionBridge Networks,21.875,DeltaBloom Group,4,5.46875,150,750
983,30,30,30,2.970833333333333,0.7510892034216701,0.03004600326589988,-0.6120953227393362,2.5193688320938414,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.4,3.0666666666666673,IronClad Systems,19.642857142857142,Vertex Valley Ventures,17.96875,FusionBridge Networks,17.1875,Orion Synergy,4,2.4553571428571423,150,750
984,30,30,30,2.8953860028860037,0.6744897485205267,-0.24571315194794402,-0.7456123590617167,2.4043103816210585,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,IronClad Systems,23.954545454545453,EverVault Enterprises,20.3125,Magnetar Innovations,18.857142857142858,Apexion Innovations,4,5.097402597402596,150,750
985,30,30,30,3.0091666666666663,0.7872356093146068,0.6434877575518477,0.5931738767365577,2.429473298359841,0,0.0,0,0.0,0,0.0,1.6666666666666667,5.0,3.333333333333333,IronClad Systems,21.7,PeakVista Partners,21.7,Nimbus Nexus,20.3125,HarborWay Holdings,4,1.3874999999999993,150,750
986,30,30,30,2.9965873015873017,0.8154890934753348,-0.05439738487382447,0.3157915064286345,2.598277896735806,0,0.0,0,0.0,0,0.0,1.0,5.0,4.0,DeltaBloom Group,22.65625,Nebula Dynamics,22.65625,Lumeon Strategies,21.875,Aurora Axis,2,0.78125,150,750
987,30,30,30,2.9870634920634918,0.7492593176392851,-0.06329593697690576,-0.7040823339965829,2.5642014310253884,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.333333333333333,3.0,Cobalt Circuitry,23.25,HydraFlux Labs,20.3125,Solaris Systems,19.642857142857142,Nebula Dynamics,5,3.6071428571428577,150,750
988,30,30,29,2.9222906403940887,0.6600368703174277,-0.8173406566620616,1.0393152004881525,2.425935305024786,2,6.896551724137931,2,6.896551724137931,0,0.0,1.0,4.0,3.0,Cobalt Circuitry,27.9,PeakVista Partners,21.7,ZenithWorks,18.208333333333332,Vertex Valley Ventures,3,9.691666666666666,150,750
